ASJP_NAME,AUTHOR,YEAR,TITLE_ETC,LIST_MADE_BY
AKA,"Bender, M. Lionel",1989,"The Eastern Jebel languages. In Bender, M. Lionel (ed.), Topics in Nilo-Saharan Linguistics, 151-179. Hamburg: Helmut Buske.; Evans-Pritchard, Edward Evan. 1932. Ethnological observations in Dar Fung. Sudan notes and records 15. 1-61. (""[R]eproduces one or two not easily accessible vocabularies of the last century and adds others, in the Burun languages, Berta, Gule and Uduk"" (Stevenson 1971:?).).",JB
AKA_BEA,"Man, Edward Horace",1919-1923,Dictionary of the South Andaman Language. Bombay: Education Society Press.,
AKA_BO,The Rosetta Project,n.d.,[Data supplied by Timothy Usher.],SW
AKA_CARI,The Rosetta Project,n.d.,[Data supplied by Timothy Usher.],SW
AKA_KEDE,The Rosetta Project,n.d.,[Data supplied by Timothy Usher.],SW
AKA_KOL,"Portman, M. V.",1898,Notes on the languages of the South Andaman group of tribes. Calcutta: Office of the Superintendent of Goverment Printing.,JB
AKA_KORA,"Yadav, Yogendra",1985,"Great Andamanese: A preliminary study. In David Bradley (ed.), Papers in South-East Asian linguistics No. 9: Language Policy, language planning and sociolinguistics in South-East Asia (Pacific Linguistics: Series A 67), 185-214. Canberra: Research School of Pacific and Asian Studies, Australian National University.",MSD
AKAHA,"Blench, Roger",2007,Comparative Ijoid word list. ( http://www.rogerblench.info/Linguistics%20papers%20opening%20page.htm Accessed: 10 Nov 2009.),VV
AKAJIMA_OKINAWAN,"Nakamatsu, Takeo",1987,Ry?ky? h?gen jiten [Ryukyuan Dialects Dictionary].,AM
AKAN_ASANTE,"Koelle, Sigismund Wilhelm",1963 [1854],"Polyglotta africana, or a comparative vocabulary of nearly three hundred words and phrases in more than one hundred distinct African languages. London: Church Missionary House.",SW/GS
AKAR_BALE,"Portman, M. V.",1898,Notes on the languages of the South Andaman group of tribes. Calcutta: Office of the Superintendent of Goverment Printing.,JB
AKARA,"Hale, Kenneth L.",1962,"Internal relationships in Arandic of Central Australia. In: A. Capell (ed.), Some Linguistic Types in Australia, pp. 171-83. Oceania Linguistic Monograph 7. Sydney: Oceania (The University of Sydney).",JB
AKASELEM,"Westermann, Diedrich",1922,Die Sprache der Guang: In Togo und auf der Goldküste und fünf andere Togosprachen. Berlin: Reimer,ZM
AKAWAIO,"Caesar-Fox, Desrey Clementine",2003,"Zauro'nodok Agawayo Yau: Variants of Akawaio spoken at Waramadong. Ph.D. dissertation, Rice University.; Stefanowitsch, Anatol. 2000. Causative constructions in Akawaio. In Shibatani, M. (ed.), Causation and interpersonal manipulation in the languages of Central and South America. Amsterdam und Philadelphia: Benjamins.; Gildea, Spike. 1998. On reconstructing grammar. Comparative Cariban morphosyntax. Oxford Studies in Anthropological Linguistics. New York: Oxford University Press.",VV
AKAWAIO_2,"Edwards, Walter F. (ed.)",1980,"A short grammar and dictionary of the Akawaio and Arekuna languages of Guyana. Georgetown: University of Guyana.; Sergio Meira, Fieldnotes.",PE/SW
AKE,"Blench, Roger",2007,"The Ake language of Central Nigeria and its affinities. pdf MS fr September 5, 2007.",VV
AKEBU,"Bertho, Jacques",1952,Les dialectes du Moyen-Togo. Bulletin de l'Institut Français d'Afrique Noire 14. 1046-1107.,JB
AKEI,"Tryon, Darrell T.",1979,"New Hebrides Languages: An Internal Classification. Canberra: Research School of Pacific Studies, Australian National University.",AM
AKEI_PENANTSIRO,"Tryon, Darrell T.",1979,"New Hebrides Languages: An Internal Classification. Canberra: Research School of Pacific Studies, The Australian National University.",AM
AKEI_TASIRIKI,"Tryon, Darrell T.",1979,"New Hebrides Languages: An Internal Classification. Canberra: Research School of Pacific Studies, The Australian National University.",AM
AKHA,"Peiros, Ilia",1998,Comparative Linguistics in Southeast Asia. Pacific Linguistics C-142. Canberra: Australian National University.,CB
AKHVAKH,"Klimov, Georgij A. and Madzhid Sh. Khalilov",2003,Slovar' kavkazkix jazykov. Moscow: Vostochnaya Literatura.,AM
AKITA,"Blench, Roger",2007,Comparative Ijoid word list. ( http://www.rogerblench.info/Linguistics%20papers%20opening%20page.htm Accessed: 10 Nov 2009.),VV
AKKADIAN,,,Wiktionary,AM
AKKADIAN_2,"Bennett, Patrick R.",1998,"Comparative Semitic Linguistics: A Manual. Winona Lake, Indiana: Eisenbrauns.",AM
AKKALA_SAMI,"Zajkov, Petr Mefodievic?",1987,Babinskij dialekt saamskogo jazyka: (fonologo-morfologic?eskoe issledovanie). Petrozavodsk: Karelija. ,TVV
AKKIN_CHECHEN,"Khalilov, Madzhid",2015,"Chechen (Akkin dialect) dictionary. In: Key, Mary Ritchie and Bernard Comrie (eds.), The Intercontinental Dictionary Series. Leipzig: Max Planck Institute for Evolutionary Anthropology. (Available online at http://ids.clld.org/contributions/317.)",AM
AKLANON,,,[http://language.psy.auckland.ac.nz/austronesian/ (accessed September 2007)],AM
AKOLET,,,,
AKPAFU,"Heine, Bernd",1968,Die Verbreitung und Gliederung der Togorestsprachen. Berlin: Dietrich Reimar Verlag.,VV
AKPOSO,"Soubrier, Aude",2013,Description de l'ikposso uwi. Lyon: Université Lumière Lyon 2.,SW/GS
AKUKRAY,"Z'graggen, John A.",1972,"Comparative Wordlist of the Ramu language group, New Guinea. Alexishafen: Anthropos Institute.",MSD
AKUM,"Akumbu, Pius and Elizabeth Brye",2005,"A rapid appraisal language survey of Akum. SIL Electronic Survey Reports 2005-005. 16.; Prischnegg, Tamara. 2008. Das Yukuben und seine Bedeutung für die Legitimierung eines Südjukunoid. Doctoral dissertation, Universität Wien.",MSD
AKUNNU,"Ohiri-Aniche, Chinyere",1999,"Language diversification in the Akoko area of Western Nigeria. In Blench, Roger & Matthew Spriggs (eds.), Archaeology and Language IV. Language change and cultural transformation, 79-94. London: Routledge.",VV
AKUNTSU,,,http://paginas.terra.com.br/educacao/GICLI/Akuntsu.pdf (accessed 20 Oct. 2008),VV
AKWA,"Aksenova, Irina S. and Irina N. Toporova",2002,Grammatika jazyka Akva. Moskva: Editorial URSS.,JB
ALABAMA,"Sylestine, Cora, Heather K. Hardy, Timothy Montler",1993,Dictionary of the Alabama language. Austin: University of Texas Press.,CB
ALAGO,"Armstrong, Robert G.",1983,The Idomoid languages of the Benue and Cross River Valleys. Journal of West African Languages XIII(1). 91-147.,TVV
ALAGWA,The Rosetta Project,n.d.,[Data supplied by Timothy Usher.],SW
ALAK,"L-Thongkum, Theraphan",2002,"A brief look at thirteen Mon-Khmer languages of Xekong province, southern Laos. In Robert S. Bauer (ed.), Collected papers on southeast Asian and Pacific languages (Pacific linguistics 530), 95-108. Canberra: Research School of Pacific and Asian Studies, Australian National University.; L.-Thongkum, Therapan. 1997. The Place of Lawi, Harak and Tariang within Bahnaric. Mon-Khmer Studies: A Journal of Southeast Asian Linguistics and Languages 27. 109-117.; Thomas, David. 1980. The Place of Alak, Tampuan, and West Bahnaric. Mon-Khmer Studies: A Journal of Southeast Asian Linguistics and Languages 8. 171-186.",MSD
ALAMBLAK,"Dye, Wayne, P. Townsend and W. Townsend",1968,The Sepik Hill languages: A preliminary report. Oceania 39(2). 146-56.,AM/MSD
ALAMBLAK_2,"Bruce, Les",1984,"The Alamblak Language of Papua New Guinea (East Sepik) (Pacific Linguistics: Series C 81). Canberra: Research School of Pacific and Asian Studies, Australian National University.",MSD
ALAWA,"Sharpe, Margaret C.",1972,Alawa phonology and grammar. Canberra: Australian Institute of Aboriginal Studies.,SW
ALBANIAN,"Jakovska, Frederika",2000,"English-Albanian, Albanian English dictionary. Shtip: Venecija.",AKW
ALBANIAN_GHEG,"Orel, Vladimir E.",1998,Albanian ethymological dictionary. Leiden (u.a.): Brill.,
ALBANIAN_TOSK,"Hetzer, Armin",1991,Albanisch-Deutsches und Deutsch-Albanisches Taschenwörterbuch. Hamburg: Buske.,AM
ALEGE,"Blench, Roger M.",2010,"The Bendi languages: More lost Bantu languages?. 32nd Annual Conference on African Linguistics: Benue-Congo Workshop, Berkeley, 26-27th March, 2001.",TVV
ALEGE_2,"Koelle, Sigismund Wilhelm",1963 [1854],"Polyglotta africana, or a comparative vocabulary of nearly three hundred words and phrases in more than one hundred distinct African languages. London: Church Missionary House.",SW/GS
ALEKANO,"Deibler, Ellis W.",2008,Dictionaries of Alekano - English and English - Alekano. Manuscript. http://www.sil.org/pacific/png/abstract.asp?id=51218,EK
ALEUT,"Holst, Jan Henrik",2005,Einführung in die eskimo-aleutischen Sprachen. Hamburg: Helmut Buske Verlag.,CB
ALEUT_2,"Bergsland, Knut",1994,"Aleut Dictionary (Unangam Tunudgusii). An Unabridged Lexicon of the Aleutian, Pribilof, and Commander Islands Aleut Language. Alaska Native Language Center, University of Alaska Fairbanks.; http://northeuralex.org/languages/ale (accessed 2020-01-27).",SW
ALFENDIO_2,"Davies, John and Bernard Comrie",1985,"A linguistic survey of the Upper Yuat. In Adams et al. Papers in New Guinea Linguistics No. 22, pp. 275-312.",SW/MSD
ALGONQUIN,"Lemoine, Geo",1911,Dictionnaire Français-Algonquin. Quebec: Imp. L'Action Sociale Ltée.,PB
ALI,"Moñino, Yves",1995,Le proto-Gbaya: Essai de linguistique comparative historique sur vingt-et-une langues d'Afrique centrale (SELAF 357). Paris: Peeters.,JB
ALINGA,"Mous, Maarten and Anneke Breedveld",1986,"In Guarisma, Gladys and Wilhelm J. G. Möhlig (eds.), La methode dialectometrique appliquée aux langues africaines, 177-241. Berlin: Dietrich Reimer Verlag.",SW/VV
ALLADIAN,"Duponchel, Laurent and Gnamba Bertin Mel",1983,"L'alladian. In Georges He?rault (ed.), Atlas des langues Kwa de Cote d'Ivoire volume 1, 181-225. Abidjan & Paris: Inst. de Linguistique Applique?e (ILA); Agence de Coope?ration Culturelle et Technique (ACCT).",TVV
ALLADIAN_2,"Hérault, Georges (ed.)",1983,"Atlas des langues kwa de Côte d?Ivoire 2. Paris & Abidjan: Agence de Coopération Culturelle et Technique (ACCT); Institut de Linguistique Appliquée (ILA), Université d?Abidjan.",SW/GS
ALLENTIAC,"Márquez Miranda, Fernando",1943,"Los textos millcayac del P. Luis de Valdivia con un vocabulario Español-Allentiac-Millcayac. Revista del Museo de La Plata, Vol. 2, Sección de Antropología 12, pp. 61-183. La Plata: Universidad Nacional de La Plata; Adelaar, Willem. 2004. The Allentiac language. In: The language of the Andes, Willem Adelaar & Pieter Muysken, pp. 544-549. Cambridge: Cambridge University Press.",MP
ALOAPAM_ZAPOTEC,,,http://www.sil.org/mexico/WorkPapers/WP001-PDF/BasicVocabZapotec.pdf. [Data supplied by Stephen Marlett.],AM
ALOR,"Klamer, Marian",n.d.,[Data supplied by Marian Klamer.],SW/VV
ALOR_BARAHUSA_KABIR,"Stokhof, W. A. L.",1975,"Preliminary notes on the Alor and Pantar languages (East Indonesia). Pacific Linguistics B-43. Canberra: Department of Linguistics, Research School of Pacific Studies, Australian National University.",ZM
ALOR_KALABAHI,"Stokhof, W. A. L.",1975,"Preliminary notes on the Alor and Pantar languages (East Indonesia). Pacific Linguistics B-43. Canberra: Department of Linguistics, Research School of Pacific Studies, Australian National University.",
ALSATIAN,,,http://www.ling.hawaii.edu/~uhdoc/alsatian/swadesh.html (accessed March 2009),AM
ALSEA,"Frachtenberg, Leo Joachim",1920,"Alsea Texts and Myths. Smithsonian Institution, Bureau of American Ethnology, Bulletin 67. Washington: Government Printing Office.",MD/OB
ALTA_NORTHERN,"Reid, Lawrence A.",1991,"The Alta languages of the Philippines. In: Ray Harlow (ed.), VICAL 2, Western Austronesian and Contact Languages. Papers from the Fifth International Conference on Austronesian Linguistics (Te Reo Special Publication), 265-297. Linguistic Society of New Zealand.",JB
ALTA_SOUTHERN,"Reid, Lawrence A.",1991,"The Alta languages of the Philippines. In: Ray Harlow (ed.), VICAL 2, Western Austronesian and Contact Languages. Papers from the Fifth International Conference on Austronesian Linguistics (Te Reo Special Publication), 265-297. Linguistic Society of New Zealand.",JB
ALTAI,"Tenishev, E. R. (ed.)",1997,Sravnitel'no-istoricheskaja grammatika turkskih jazykov: Leksika. Moskva: Nauka.,DE/VV
ALU_MONO,,,http://language.psy.auckland.ac.nz/austronesian/language.php?id=530 (accessed Feb 2010),SS
ALUNE,,,[http://language.psy.auckland.ac.nz/austronesian/ (accessed September 2007)],AM
ALUR,"Blount, B. and R. T. Curley",1970,The Southern Lou languages: A glottochronological reconstruction. Journal of African Languages 9(1). 1-18.,VV
ALUTOR,"Kurebito, Tokusu, Megumi Kurbebito, Yukari Nagayama, Chikako Ono and Mitsuhiro Yazu",2001,"Comparative basic vocabulary of the Chukchee-Kamchatkan language family: 1. Suita, Japan: Faculty of Informatics, Osaka Gakuin University.",CB
ALYAWARR_ALYAWARA,"Hale, Kenneth L.",1962,"Internal relationships in Arandic of Central Australia, pp. 171-83. In Capell, Arthur, Some linguistic types in Australia. Oceanic Linguistic Monograph 7. Sydney: Oceania (The University of Sydney).",JB
ALYAWARR_MACDONALDDOWNS_ALYAWARA,"Hale, Kenneth L.",1962,"Internal relationships in Arandic of Central Australia, pp. 171-83. In Capell, Arthur, Some linguistic types in Australia. Oceanic Linguistic Monograph 7. Sydney: Oceania (The University of Sydney).",JB
ALYAWARRA,,,,DE
AMA,"Årsjö, Britten",1999,"Words in Ama. Uppsala: Uppsala Universitet, Institutionen för lingvistik.",ZM
AMA_2,"Conrad, Robert J. et al.",1975,Papers in New Guinea Linguistics No. 18. Pacific Linguistics Series A - No. 40. Canberra: Australian National University.,AKW
AMA_3,SIL,1974,"Summer Institute of Linguistics Language Survey of Ama, 1974.",SW/MSD
AMA_AFRICA,"Årsjö, Britten",1999,"Words in Ama. Uppsala Universitet, Institutionen för lingvistik.",ZM
AMAHAI,,,[http://language.psy.auckland.ac.nz/austronesian/ (accessed September 2007)],AM
AMAHUACA,"d'Ans, André-Marcel and Els van den Eynde",1972,"Léxico amahuaca (pano). Lima: Universidad Nacional Mayor de San Marcos, Centro de Investigación de Lingüística Aplicada.; Hyde, Sylvia. 1980. Diccionario Amahuaca. Yarinacocha, Peru: Ministerio de Educación, Instituto Lingüístico de Verano.",CB
AMAIMON,"Z'graggen, Johannes A.",1980,"A Comparative Word List of the Northern Adelbert Range Languages, Madang Province, Papua New Guinea. Pacific Linguistics D-31. Canberra: Australian National University.",CB
AMAL,"Laycock, Donald C.",1968,Languages of the Lumi Subdistrict.  Oceanic Linguistics 7(1). 36-66.; The Rosetta Project. n.d. [Data supplied by Timothy Usher.],JB/MSD
AMAM,"Aki, Mambu and Ryan Pennington",2013,Tentative Grammar Description for the Amam Language. Ms.,MSD
AMANAB,"Minch, Andrew",1992,"Amanab grammar essentials. In Roberts, John R. (eds.), Namia and Amanab grammar essentials. Data Papers on Papua New Guinea Languages 39. 99-173. Ukarumpa: Summer Institute of Linguistics.",JB
AMANAYE,,,http://paginas.terra.com.br/educacao/GICLI/Amanaye.pdf (accessed 20 Oct. 2008),VV
AMARA,,,[http://language.psy.auckland.ac.nz/austronesian/ (accessed September 2007)],AM
AMARAKAERI,"Tripp, Robert",1995,Diccionario Amarakaeri-Castellano. Peru: Ministerio de Educación and Instituto Lingüístico de Verano.,
AMARI,"Hooley, Bruce A.",1971,"Austronesian languages of the Morobe district, Papua. Oceanic Linguistics 10(2). 79-151. Honolulu: The University Press of Hawaii.",AKW
AMASI,"Piron, Pascale",1997,Classification interne du groupe bantoïde I. München: Lincom Europa.,VV
AMATLAN_ZAPOTEC,,,http://www.sil.org/mexico/WorkPapers/WP001-PDF/BasicVocabZapotec.pdf. [Data supplied by Stephen Marlett.],AM
AMBADAIRU,"Jones, L. B.",1986,The dialects of Yawa. Papers in New Guinea linguistics 25. 31-68.,VV
AMBAI,"Donohue, Mark",n.d.,[Data supplied by Mark Donohue.],AM/MD
AMBAKICH,"Laycock, Donald C.",n.d.,Notebook D21: Selected Research Papers of Don Laycock on Languages in Papua New Guinea. Don Laycock (compiler). n.d. Pacific And Regional Archive for Digital Sources in Endangered Cultures (PARADISEC).,MSD
AMBAKICH_AGURANT,Potter et al.,2008,"The Sociolinguistic Situation of the Ambakich Language. SIL Electronic Survey Report 2008-012, September 2008.",SW/MSD
AMBAKICH_AGURANT_2,SIL,1977,"Summer Institute of Linguistics Language Survey of Ambakich (Agurant), 1977.",SW/MSD
AMBAKICH_ARANGO,Potter et al.,2008,"The Sociolinguistic Situation of the Ambakich Language. SIL Electronic Survey Report 2008-012, September 2008.",SW/MSD
AMBAKICH_OMBOS,Potter et al.,2008,"The Sociolinguistic Situation of the Ambakich Language. SIL Electronic Survey Report 2008-012, September 2008.",SW/MSD
AMBAKICH_PANGIN,Potter et al.,2008,"The Sociolinguistic Situation of the Ambakich Language. SIL Electronic Survey Report 2008-012, September 2008.",SW/MSD
AMBAKICH_YAUT,Potter et al.,2008,"The Sociolinguistic Situation of the Ambakich Language. SIL Electronic Survey Report 2008-012, September 2008.",SW/MSD
AMBEL,"Remijsen, Albert C. L.",2001,Word-prosodic systems of Raja Ampat languages. The Netherlands: Landelijke Onderzoekschool Taalwetenschap (Netherlands Graduate School of Linguistics).,VV
AMBELE,"Nganganu, Kenfac Lucy",2001,"The phonology of Ambele. Ph.D. dissertation, University of Yaounde I.",AM
AMBELE_2,"Piron, Pascale",1997,Classification interne du groupe bantoïde I. München: Lincom Europa.,AM
AMBLONG,"Tryon, Darrell T.",1979,"New Hebrides Languages: An Internal Classification. Canberra: Research School of Pacific Studies, Australian National University.",AM
AMBON_MALEIS,"Stokhof, W. A. L. (ed.)",1982,"Holle lists: Vocabularies in languages of Indonesia 3/3. Central Moluccas: Seram (III). Materials in Languages of Indonesia 15. 199-214. Pacific Linguistics D-49. Canberra: Australian National University, Department of Linguistics.",AKW
AMBONESE_MALAY,,,http://language.psy.auckland.ac.nz/austronesian/ (accessed September 2007),AM
AMBULAS,"Kundama, John, Adéru Sapayé, and Patricia R. Wilson",2006 [1968-1987],"Ambulas dictionary. Ukarumpa: SIL, Ms.",MSD
AMDANG,"Wolf, Katharina",2010,Une enquête sociolinguistique parmi les Amdang (Mimi) du Tchad: Rapport Technique. SIL Electronic Survey Reports 2010-028. 1-96.,MSD
AMEDYA_ARAMAIC,"Greenblatt, Jared",2011,The Jewish Neo-Aramaic Dialect of Am?dya. Leiden: Brill.,AM
AMELE,"Z'graggen, Johannes A.",1980,"A Comparative Word list of the Mabuso Languages, Madang Province, Papua New Guinea. Pacific Linguistics D-32. Canberra: Australian National University.",CB
